    N   =   10000
  -0.0091057669   0.0014388312  0.00020372415
  -0.0091163862   0.0013400564  0.00020481213
  -0.0091254359   0.0012412598  0.00020586710
  -0.0091329604   0.0011424844  0.00020689175
  -0.0091389806   0.0010437614  0.00020788571
  -0.0091435189  0.00094512914  0.00020884973
  -0.0091466048  0.00084661896  0.00020978546
  -0.0091482680  0.00074825105  0.00021069445
  -0.0091485313  0.00065003735  0.00021157765
  -0.0091474078  0.00055198910  0.00021243560
  -0.0091449074  0.00045412693  0.00021326946
  -0.0091410590  0.00035647465  0.00021408237
  -0.0091358960  0.00025902113  0.00021487482
  -0.0091294165  0.00016174665  0.00021564307
  -0.0091216034  6.4648925E-05  0.00021638311
  -0.0091124378 -3.2262457E-05  0.00021709147
  -0.0091019006 -0.00012897068  0.00021776496
  -0.0090899705 -0.00022545233  0.00021840052
  -0.0090766232 -0.00032167367  0.00021899540
  -0.0090618364 -0.00041758009  0.00021954840
  -0.0090456193 -0.00051309876  0.00022006235
  -0.0090280081 -0.00060818516  0.00022053983
  -0.0090090243 -0.00070280991  0.00022098041
  -0.0089886866 -0.00079693604  0.00022138367
  -0.0089670230 -0.00089052377  0.00022175023
  -0.0089440724 -0.00098353912  0.00022208147
  -0.0089198791  -0.0010759602  0.00022237904
  -0.0088944840  -0.0011677782  0.00022264430
  -0.0088679178  -0.0012589833  0.00022287910
  -0.0088402275  -0.0013495572  0.00022308888
  -0.0088114767  -0.0014395172  0.00022327883
  -0.0087817006  -0.0015289079  0.00022345023
  -0.0087509083  -0.0016177736  0.00022360242
  -0.0087190916  -0.0017061523  0.00022373388
  -0.0086862300  -0.0017940744  0.00022384245
  -0.0086522913  -0.0018815637  0.00022392517
  -0.0086172282  -0.0019686350  0.00022397791
  -0.0085809745  -0.0020552766  0.00022399635
  -0.0085434811  -0.0021414342  0.00022398047
  -0.0085047333  -0.0022270586  0.00022393212
  -0.0084647153  -0.0023121109  0.00022385115
  -0.0084234077  -0.0023965461  0.00022373651
  -0.0083807957  -0.0024803082  0.00022358716
  -0.0083368745  -0.0025633333  0.00022340237
  -0.0082916524  -0.0026455549  0.00022318162
  -0.0082451457  -0.0027269107  0.00022292376
  -0.0081973666  -0.0028073306  0.00022262731
  -0.0081483554  -0.0028867175  0.00022229543
  -0.0080981999  -0.0029649963  0.00022193448
  -0.0080469994  -0.0030421308  0.00022154968
  -0.0079948484  -0.0031181125  0.00022114494
  -0.0079418321  -0.0031929539  0.00022072313
  -0.0078880243  -0.0032666837  0.00022028610
  -0.0078334853  -0.0033393458  0.00021983444
  -0.0077782539  -0.0034110005  0.00021936623
  -0.0077223261  -0.0034817055  0.00021887655
  -0.0076656847  -0.0035514766  0.00021836306
  -0.0076083336  -0.0036203201  0.00021782639
  -0.0075502776  -0.0036882498  0.00021726673
  -0.0074915147  -0.0037552797  0.00021668358
  -0.0074320374  -0.0038214187  0.00021607617
  -0.0073718365  -0.0038866697  0.00021544380
  -0.0073109049  -0.0039510322  0.00021478574
  -0.0072492335  -0.0040145129  0.00021409990
  -0.0071867835  -0.0040771150  0.00021338103
  -0.0071235109  -0.0041387944  0.00021262642
  -0.0070594056  -0.0041994862  0.00021183741
  -0.0069944828  -0.0042591280  0.00021101679
  -0.0069287751  -0.0043176641  0.00021016807
  -0.0068623299  -0.0043750485  0.00020929548
  -0.0067952073  -0.0044312482  0.00020840387
  -0.0067274786  -0.0044862496  0.00020749844
  -0.0066592169  -0.0045400737  0.00020658275
  -0.0065904561  -0.0045927706  0.00020565527
  -0.0065211974  -0.0046443653  0.00020471423
  -0.0064514469  -0.0046948673  0.00020375990
  -0.0063812116  -0.0047442843  0.00020279282
  -0.0063104951  -0.0047926224  0.00020181315
  -0.0062392980  -0.0048398819  0.00020082084
  -0.0061676218  -0.0048860549  0.00019981606
  -0.0060954778  -0.0049311282  0.00019879979
  -0.0060228913  -0.0049751035  0.00019777243
  -0.0059498612  -0.0050180045  0.00019672958
  -0.0058763601  -0.0050598275  0.00019566609
  -0.0058023696  -0.0051005442  0.00019457903
  -0.0057278830  -0.0051401158  0.00019346678
  -0.0056529040  -0.0051784972  0.00019232857
  -0.0055774472  -0.0052156362  0.00019116460
  -0.0055015424  -0.0052514736  0.00018997663
  -0.0054252467  -0.0052859465  0.00018876896
  -0.0053486546  -0.0053190172  0.00018754754
  -0.0052718539  -0.0053506968  0.00018631440
  -0.0051949080  -0.0053810032  0.00018506997
  -0.0051178783  -0.0054099561  0.00018381576
  -0.0050408228  -0.0054375863  0.00018255365
  -0.0049637899  -0.0054639354  0.00018128518
  -0.0048868136  -0.0054890500  0.00018001134
  -0.0048099137  -0.0055129727  0.00017873299
  -0.0047331071  -0.0055357334  0.00017745240
  -0.0046564304  -0.0055573687  0.00017617338
  -0.0045799022  -0.0055779490  0.00017489546
  -0.0045035041  -0.0055975383  0.00017361529
  -0.0044272036  -0.0056161807  0.00017232959
  -0.0043509618  -0.0056339061  0.00017103541
  -0.0042747351  -0.0056507317  0.00016972985
  -0.0041984746  -0.0056666607  0.00016841000
  -0.0041221263  -0.0056816759  0.00016707333
  -0.0040456452  -0.0056957268  0.00016571979
  -0.0039690294  -0.0057087496  0.00016435314
  -0.0038922923  -0.0057207066  0.00016297516
  -0.0038154404  -0.0057315601  0.00016158573
  -0.0037384893  -0.0057412634  0.00016018537
  -0.0036614713  -0.0057497700  0.00015877552
  -0.0035844329  -0.0057570431  0.00015735815
  -0.0035074271  -0.0057630601  0.00015593504
  -0.0034305019  -0.0057678095  0.00015450743
  -0.0033537030  -0.0057712718  0.00015307791
  -0.0032771069  -0.0057734293  0.00015165267
  -0.0032007963  -0.0057743076  0.00015023575
  -0.0031248298  -0.0057739523  0.00014882798
  -0.0030492478  -0.0057724124  0.00014742886
  -0.0029740784  -0.0057697372  0.00014603714
  -0.0028993392  -0.0057659772  0.00014465093
  -0.0028250347  -0.0057611842  0.00014326728
  -0.0027511481  -0.0057554058  0.00014188188
  -0.0026776442  -0.0057486595  0.00014049129
  -0.0026045144  -0.0057409350  0.00013909678
  -0.0025317667  -0.0057322393  0.00013769955
  -0.0024593992  -0.0057225852  0.00013629900
  -0.0023874036  -0.0057119778  0.00013489406
  -0.0023157732  -0.0057004121  0.00013348387
  -0.0022445089  -0.0056878768  0.00013206806
  -0.0021736201  -0.0056743610  0.00013064633
  -0.0021031151  -0.0056598591  0.00012921752
  -0.0020329940  -0.0056443483  0.00012778119
  -0.0019632919  -0.0056277871  0.00012634223
  -0.0018940735  -0.0056101632  0.00012490675
  -0.0018254010  -0.0055914934  0.00012347946
  -0.0017573261  -0.0055718111  0.00012206382
  -0.0016898897  -0.0055511604  0.00012066237
  -0.0016231214  -0.0055295930  0.00011927674
  -0.0015570395  -0.0055071698  0.00011790718
  -0.0014916375  -0.0054839622  0.00011655089
  -0.0014268689  -0.0054600201  0.00011520319
  -0.0013626955  -0.0054353514  0.00011386324
  -0.0012990980  -0.0054099618  0.00011253172
  -0.0012360580  -0.0053838595  0.00011120862
  -0.0011735540  -0.0053570479  0.00010989329
  -0.0011115650  -0.0053295233  0.00010858486
  -0.0010500740  -0.0053012739  0.00010728254
 -0.00098907321  -0.0052722864  0.00010598532
 -0.00092855133  -0.0052425578  0.00010468990
 -0.00086847155  -0.0052120673  0.00010339084
 -0.00080881637  -0.0051807516  0.00010208689
 -0.00074960718  -0.0051485430  0.00010077997
 -0.00069089128  -0.0051153848  9.9473140E-05
 -0.00063273412  -0.0050812360  9.8170202E-05
 -0.00057521407  -0.0050460738  9.6875515E-05
 -0.00051841885  -0.0050098956  9.5593940E-05
 -0.00046244383  -0.0049727258  9.4330354E-05
 -0.00040737355  -0.0049346320  9.3086613E-05
 -0.00035324201  -0.0048956966  9.1860095E-05
 -0.00030006410  -0.0048559768  9.0649619E-05
 -0.00024785662  -0.0048155248  8.9455516E-05
 -0.00019663140  -0.0047743950  8.8278136E-05
 -0.00014639150  -0.0047326418  8.7117530E-05
 -9.7131605E-05  -0.0046903156  8.5973633E-05
 -4.8842459E-05  -0.0046474595  8.4846798E-05
 -1.5211480E-06  -0.0046041137  8.3738202E-05
  4.4836197E-05  -0.0045603411  8.2646946E-05
  9.0277311E-05  -0.0045162088  8.1567433E-05
  0.00013486931  -0.0044717457  8.0494838E-05
  0.00017867290  -0.0044269551  7.9426245E-05
  0.00022174060  -0.0043818232  7.8359858E-05
  0.00026411530  -0.0043363215  7.7294833E-05
  0.00030582650  -0.0042904073  7.6231569E-05
  0.00034688329  -0.0042440249  7.5172433E-05
  0.00038725927  -0.0041971154  7.4122736E-05
  0.00042689490  -0.0041496559  7.3087731E-05
  0.00046575090  -0.0041016581  7.2068279E-05
  0.00050380234  -0.0040531296  7.1064833E-05
  0.00054102250  -0.0040040783  7.0078641E-05
  0.00057738505  -0.0039545182  6.9111025E-05
  0.00061286830  -0.0039044684  6.8162922E-05
  0.00064745760  -0.0038539492  6.7234856E-05
  0.00068114308  -0.0038029734  6.6327675E-05
  0.00071390149  -0.0037515433  6.5444414E-05
  0.00074568662  -0.0036996868  6.4588155E-05
  0.00077647922  -0.0036474618  6.3757104E-05
  0.00080628597  -0.0035949175  6.2947821E-05
  0.00083512231  -0.0035420923  6.2156982E-05
  0.00086300912  -0.0034890169  6.1381334E-05
  0.00088997346  -0.0034357148  6.0617513E-05
  0.00091604979  -0.0033821989  5.9862066E-05
  0.00094127797  -0.0033284606  5.9112282E-05
  0.00096567927  -0.0032744600  5.8369092E-05
  0.00098923196  -0.0032201644  5.7636038E-05
   0.0010119136  -0.0031655669  5.6913938E-05
   0.0010337059  -0.0031106602  5.6202890E-05
   0.0010545821  -0.0030554367  5.5503793E-05
   0.0010745062  -0.0029998973  5.4818234E-05
   0.0010934387  -0.0029440564  5.4147905E-05
   0.0011113460  -0.0028879432  5.3493933E-05
   0.0011282106  -0.0028315897  5.2856961E-05
   0.0011440142  -0.0027750096  5.2240304E-05
   0.0011587100  -0.0027182299  5.1649797E-05
   0.0011722623  -0.0026613123  5.1088145E-05
   0.0011846601  -0.0026043263  5.0555675E-05
   0.0011959096  -0.0025473388  5.0051701E-05
   0.0012060295  -0.0024904137  4.9574855E-05
   0.0012150502  -0.0024336112  4.9122942E-05
   0.0012230179  -0.0023769886  4.8692458E-05
   0.0012300034  -0.0023205884  4.8278474E-05
   0.0012360849  -0.0022644088  4.7878477E-05
   0.0012413055  -0.0022084302  4.7493778E-05
   0.0012457009  -0.0021526439  4.7124424E-05
   0.0012493112  -0.0020970352  4.6769170E-05
   0.0012521733  -0.0020415757  4.6426673E-05
   0.0012543116  -0.0019862250  4.6096083E-05
   0.0012557331  -0.0019309384  4.5777098E-05
   0.0012564296  -0.0018756775  4.5469268E-05
   0.0012563940  -0.0018204116  4.5170951E-05
   0.0012556150  -0.0017650874  4.4882850E-05
   0.0012540365  -0.0017096539  4.4610301E-05
   0.0012515837  -0.0016540954  4.4358427E-05
   0.0012481850  -0.0015984235  4.4130991E-05
   0.0012437768  -0.0015426679  4.3930762E-05
   0.0012383037  -0.0014868719  4.3759745E-05
   0.0012317181  -0.0014310922  4.3619121E-05
   0.0012239852  -0.0013754033  4.3508358E-05
   0.0012151044  -0.0013198933  4.3423426E-05
   0.0012051086  -0.0012646206  4.3360318E-05
   0.0011940153  -0.0012096198  4.3318854E-05
   0.0011818360  -0.0011549329  4.3299214E-05
   0.0011685903  -0.0011006051  4.3300773E-05
   0.0011543069  -0.0010466777  4.3322361E-05
   0.0011390210 -0.00099318401  4.3362656E-05
   0.0011227681 -0.00094014850  4.3420458E-05
   0.0011055810 -0.00088759533  4.3494043E-05
   0.0010875099 -0.00083555416  4.3578614E-05
   0.0010686272 -0.00078401740  4.3669340E-05
   0.0010489757 -0.00073294233  4.3766061E-05
   0.0010285666 -0.00068228600  4.3870950E-05
   0.0010073919 -0.00063201470  4.3987087E-05
  0.00098543156 -0.00058210598  4.4118090E-05
  0.00096265680 -0.00053254913  4.4268023E-05
  0.00093903125 -0.00048334613  4.4441399E-05
  0.00091451069 -0.00043452212  4.4642291E-05
  0.00088907223 -0.00038613847  4.4870458E-05
  0.00086273647 -0.00033824610  4.5122947E-05
  0.00083552548 -0.00029087066  4.5398956E-05
  0.00080745525 -0.00024403363  4.5698644E-05
  0.00077854208 -0.00019775652  4.6022061E-05
  0.00074880505 -0.00015205886  4.6368985E-05
  0.00071826502 -0.00010695525  4.6739184E-05
  0.00068693866 -6.2453626E-05  4.7133040E-05
  0.00065482833 -1.8567104E-05  4.7551438E-05
  0.00062194664  2.4661664E-05  4.7991428E-05
  0.00058834657  6.7201750E-05  4.8446704E-05
  0.00055408490  0.00010905562  4.8912570E-05
  0.00051920744  0.00015024448  4.9385957E-05
  0.00048374771  0.00019080159  4.9864925E-05
  0.00044772511  0.00023076924  5.0348694E-05
  0.00041114197  0.00027019641  5.0837997E-05
  0.00037397691  0.00030913619  5.1335942E-05
  0.00033617036  0.00034762845  5.1848428E-05
  0.00029764983  0.00038566044  5.2379064E-05
  0.00025837450  0.00042319660  5.2927811E-05
  0.00021831566  0.00046020366  5.3494950E-05
  0.00017744818  0.00049664401  5.4081309E-05
  0.00013575349  0.00053247303  5.4687657E-05
  9.3223186E-05  0.00056764132  5.5314413E-05
  4.9861002E-05  0.00060210030  5.5961766E-05
  5.6774961E-06  0.00063581219  5.6630829E-05
 -3.9334067E-05  0.00066874487  5.7325300E-05
 -8.5185007E-05  0.00070083054  5.8046788E-05
 -0.00013184780  0.00073198839  5.8792544E-05
 -0.00017927077  0.00076215276  5.9558939E-05
 -0.00022739020  0.00079127257  6.0342328E-05
 -0.00027613280  0.00081931037  6.1138924E-05
 -0.00032541625  0.00084624433  6.1944698E-05
 -0.00037515002  0.00087207413  6.2755585E-05
 -0.00042524358  0.00089683417  6.3569012E-05
 -0.00047564276  0.00092059321  6.4387018E-05
 -0.00052633312  0.00094340260  6.5212337E-05
 -0.00057729996  0.00096529979  6.6045274E-05
 -0.00062853454  0.00098632555  6.6886082E-05
 -0.00068004128   0.0010065187  6.7735679E-05
 -0.00073183583   0.0010259091  6.8595316E-05
 -0.00078393875   0.0010445137  6.9465979E-05
 -0.00083636594   0.0010623385  7.0347839E-05
 -0.00088912331   0.0010793946  7.1241158E-05
 -0.00094223776   0.0010957096  7.2150092E-05
 -0.00099576420   0.0011112798  7.3079430E-05
  -0.0010497435   0.0011260707  7.4030777E-05
  -0.0011041993   0.0011400382  7.5004011E-05
  -0.0011591432   0.0011531336  7.5998159E-05
  -0.0012145758   0.0011653039  7.7011502E-05
  -0.0012704844   0.0011764912  7.8041273E-05
  -0.0013268356   0.0011866352  7.9083014E-05
  -0.0013835657   0.0011956936  8.0131264E-05
  -0.0014406160   0.0012036659  8.1184464E-05
  -0.0014979545   0.0012105511  8.2243151E-05
  -0.0015555449   0.0012163407  8.3306274E-05
  -0.0016133455   0.0012210348  8.4372093E-05
  -0.0016713183   0.0012246455  8.5439180E-05
  -0.0017294363   0.0012271919  8.6506809E-05
  -0.0017876854   0.0012286917  8.7574712E-05
  -0.0018460562   0.0012291505  8.8641896E-05
  -0.0019045233   0.0012285746  8.9706249E-05
  -0.0019630728   0.0012269983  9.0769628E-05
  -0.0020217251   0.0012244447  9.1836949E-05
  -0.0020805054   0.0012209102  9.2912252E-05
  -0.0021394318   0.0012163758  9.3998458E-05
  -0.0021985140   0.0012108138  9.5097735E-05
  -0.0022577555   0.0012041899  9.6211657E-05
  -0.0023171534   0.0011964613  9.7340948E-05
  -0.0023766910   0.0011875701  9.8484060E-05
  -0.0024363117   0.0011774586  9.9635937E-05
  -0.0024959445   0.0011661112  0.00010079359
  -0.0025555382   0.0011535262  0.00010195683
  -0.0026150451   0.0011396986  0.00010312511
  -0.0026744121   0.0011246266  0.00010429706
  -0.0027335825   0.0011083176  0.00010547086
  -0.0027925010   0.0010907911  0.00010664469
  -0.0028511217   0.0010720765  0.00010781697
  -0.0029094079   0.0010521988  0.00010898504
  -0.0029673045   0.0010311825  0.00011014306
  -0.0030247576   0.0010090936  0.00011128749
  -0.0030817532  0.00098601264  0.00011241889
  -0.0031383060  0.00096200911  0.00011353944
  -0.0031944476  0.00093713634  0.00011465199
  -0.0032502198  0.00091143145  0.00011575974
  -0.0033056715  0.00088491635  0.00011686640
  -0.0033608598  0.00085759553  0.00011797613
  -0.0034158464  0.00082943954  0.00011909186
  -0.0034706561  0.00080038582  0.00012021155
  -0.0035252805  0.00077039073  0.00012133259
  -0.0035797130  0.00073942281  0.00012245446
  -0.0036339464  0.00070744773  0.00012357713
  -0.0036879668  0.00067442775  0.00012470036
  -0.0037417508  0.00064032525  0.00012582366
  -0.0037952666  0.00060510745  0.00012694662
  -0.0038484828  0.00056874822  0.00012806966
  -0.0039013743  0.00053120927  0.00012919276
  -0.0039538823  0.00049243227  0.00013031086
  -0.0040059116  0.00045239117  0.00013141750
  -0.0040573677  0.00041109556  0.00013250809
  -0.0041081664  0.00036857793  0.00013357959
  -0.0041582367  0.00032488764  0.00013463015
  -0.0042075233  0.00028008676  0.00013565925
  -0.0042559890  0.00023424753  0.00013666802
  -0.0043036243  0.00018744944  0.00013766030
  -0.0043504590  0.00013975138  0.00013864179
  -0.0043965180  9.1166637E-05  0.00013961414
  -0.0044418010  4.1705987E-05  0.00014057680
  -0.0044863058 -8.6133438E-06  0.00014152981
  -0.0045300328 -5.9775248E-05  0.00014247363
  -0.0045729822 -0.00011176732  0.00014340860
  -0.0046151515 -0.00016457974  0.00014433475
  -0.0046565339 -0.00021819998  0.00014525216
  -0.0046971284 -0.00027260418  0.00014616255
  -0.0047369638 -0.00032777864  0.00014706981
  -0.0047760606 -0.00038375227  0.00014797385
  -0.0048144056 -0.00044055959  0.00014887136
  -0.0048519687 -0.00049822525  0.00014975844
  -0.0048887095 -0.00055676500  0.00015063103
  -0.0049245784 -0.00061618472  0.00015148478
  -0.0049595171 -0.00067647695  0.00015231511
  -0.0049934605 -0.00073761324  0.00015311770
  -0.0050263526 -0.00079952983  0.00015389096
  -0.0050581849 -0.00086214800  0.00015463796
  -0.0050889722 -0.00092542084  0.00015536065
  -0.0051187243 -0.00098931363  0.00015605924
  -0.0051474536  -0.0010537946  0.00015673417
  -0.0051751783  -0.0011188394  0.00015738629
  -0.0052019181  -0.0011844342  0.00015801651
  -0.0052276883  -0.0012505772  0.00015862520
  -0.0052524904  -0.0013172721  0.00015921189
  -0.0052763150  -0.0013845053  0.00015977740
  -0.0052991825  -0.0014522536  0.00016032675
  -0.0053211238  -0.0015205292  0.00016086377
  -0.0053421499  -0.0015893621  0.00016138959
  -0.0053622549  -0.0016587856  0.00016190403
  -0.0053814203  -0.0017288336  0.00016240611
  -0.0053996147  -0.0017995398  0.00016289397
  -0.0054167911  -0.0018709380  0.00016336440
  -0.0054328766  -0.0019430557  0.00016381214
  -0.0054477721  -0.0020158832  0.00016423202
  -0.0054614018  -0.0020893694  0.00016462347
  -0.0054737116  -0.0021634649  0.00016498637
  -0.0054846480  -0.0022381154  0.00016531935
  -0.0054941643  -0.0023132527  0.00016562096
  -0.0055022293  -0.0023887974  0.00016589034
  -0.0055088321  -0.0024646672  0.00016612738
  -0.0055139802  -0.0025407882  0.00016633206
  -0.0055176835  -0.0026171029  0.00016650293
  -0.0055199394  -0.0026935433  0.00016663832
  -0.0055207759  -0.0027700220  0.00016674140
  -0.0055202515  -0.0028464755  0.00016681680
  -0.0055184288  -0.0029228666  0.00016686819
  -0.0055153674  -0.0029991753  0.00016689843
  -0.0055111236  -0.0030753957  0.00016690982
  -0.0055057503  -0.0031515350  0.00016690422
  -0.0054992955  -0.0032276191  0.00016688243
  -0.0054917855  -0.0033036978  0.00016684221
  -0.0054832020  -0.0033798132  0.00016677873
  -0.0054735255  -0.0034559744  0.00016669051
  -0.0054627465  -0.0035321917  0.00016657750
  -0.0054508480  -0.0036084803  0.00016643893
  -0.0054378014  -0.0036848514  0.00016627329
  -0.0054235695  -0.0037613051  0.00016607883
  -0.0054081141  -0.0038378276  0.00016585402
  -0.0053914057  -0.0039143972  0.00016559772
  -0.0053734148  -0.0039910008  0.00016530684
  -0.0053540854  -0.0040676111  0.00016497601
  -0.0053333757  -0.0041441607  0.00016460368
  -0.0053112759  -0.0042205761  0.00016419139
  -0.0052877950  -0.0042967924  0.00016374172
  -0.0052629528  -0.0043727541  0.00016325774
  -0.0052367757  -0.0044484133  0.00016274290
  -0.0052092982  -0.0045237290  0.00016220125
  -0.0051805672  -0.0045986729  0.00016163740
  -0.0051506299  -0.0046732518  0.00016105342
  -0.0051194923  -0.0047474847  0.00016044689
  -0.0050871476  -0.0048213644  0.00015981654
  -0.0050535973  -0.0048948759  0.00015916267
  -0.0050188461  -0.0049680069  0.00015848575
  -0.0049828963  -0.0050407471  0.00015778597
  -0.0049457461  -0.0051130852  0.00015706322
  -0.0049073920  -0.0051850043  0.00015631766
  -0.0048678398  -0.0052564843  0.00015555035
  -0.0048271005  -0.0053275280  0.00015476043
  -0.0047851458  -0.0053981457  0.00015394211
  -0.0047419308  -0.0054683119  0.00015308992
  -0.0046974216  -0.0055379757  0.00015220034
  -0.0046516008  -0.0056070725  0.00015127134
  -0.0046044673  -0.0056755308  0.00015030218
  -0.0045560364  -0.0057432766  0.00014929336
  -0.0045063402  -0.0058102335  0.00014824722
  -0.0044554410  -0.0058763275  0.00014716905
  -0.0044034303  -0.0059415244  0.00014606430
  -0.0043503757  -0.0060058287  0.00014493386
  -0.0042963243  -0.0060692436  0.00014377781
  -0.0042413203  -0.0061317720  0.00014259692
  -0.0041854054  -0.0061934219  0.00014139222
  -0.0041286161  -0.0062542077  0.00014016461
  -0.0040709793  -0.0063141473  0.00013891476
  -0.0040125131  -0.0063732540  0.00013764369
  -0.0039532438  -0.0064315298  0.00013635493
  -0.0038932181  -0.0064890020  0.00013505254
  -0.0038324524  -0.0065457301  0.00013373580
  -0.0037709290  -0.0066017668  0.00013240175
  -0.0037086112  -0.0066571500  0.00013104699
  -0.0036454487  -0.0067119013  0.00012966781
  -0.0035813815  -0.0067660238  0.00012826023
  -0.0035163425  -0.0068194982  0.00012682018
  -0.0034502631  -0.0068722742  0.00012534442
  -0.0033830995  -0.0069242600  0.00012383382
  -0.0033148621  -0.0069753656  0.00012229267
  -0.0032455726  -0.0070255285  0.00012072300
  -0.0031752529  -0.0070746904  0.00011912580
  -0.0031039328  -0.0071227945  0.00011750233
  -0.0030316515  -0.0071697899  0.00011585405
  -0.0029584541  -0.0072156353  0.00011418228
  -0.0028843856  -0.0072602999  0.00011248767
  -0.0028094812  -0.0073037543  0.00011077018
  -0.0027337833  -0.0073459478  0.00010903264
  -0.0026573747  -0.0073868422  0.00010728116
  -0.0025803403  -0.0074264384  0.00010551952
  -0.0025027500  -0.0074647567  0.00010374940
  -0.0024246609  -0.0075018276  0.00010197135
  -0.0023461181  -0.0075376903  0.00010018508
  -0.0022671525  -0.0075723919  9.8389146E-05
  -0.0021877739  -0.0076059863  9.6580334E-05
  -0.0021079581  -0.0076385205  9.4753250E-05
  -0.0020276623  -0.0076699971  9.2904368E-05
  -0.0019468730  -0.0077003956  9.1034244E-05
  -0.0018655864  -0.0077297020  8.9142954E-05
  -0.0017837980  -0.0077578977  8.7229879E-05
  -0.0017015091  -0.0077849558  8.5294694E-05
  -0.0016187324  -0.0078108459  8.3337755E-05
  -0.0015354932  -0.0078355414  8.1359927E-05
  -0.0014518227  -0.0078590291  7.9361571E-05
  -0.0013677370  -0.0078813075  7.7341043E-05
  -0.0012832405  -0.0079023484  7.5298247E-05
  -0.0011983705  -0.0079221130  7.3237622E-05
  -0.0011131806  -0.0079405839  7.1163935E-05
  -0.0010277231  -0.0079577602  6.9081119E-05
 -0.00094204656  -0.0079736513  6.6992540E-05
 -0.00085619635  -0.0079882742  6.4901199E-05
 -0.00077021585  -0.0080016560  6.2809642E-05
 -0.00068414238  -0.0080138411  6.0718931E-05
 -0.00059798215  -0.0080248919  5.8626244E-05
 -0.00051170508  -0.0080348429  5.6528019E-05
 -0.00042529198  -0.0080437022  5.4424002E-05
 -0.00033872909  -0.0080514784  5.2314250E-05
 -0.00025199623  -0.0080581771  5.0197970E-05
 -0.00016506752  -0.0080637926  4.8073815E-05
 -7.7918202E-05  -0.0080683033  4.5940491E-05
  9.4650809E-06  -0.0080716736  4.3797336E-05
  9.7076896E-05  -0.0080738680  4.1643832E-05
  0.00018491531  -0.0080748664  3.9476540E-05
  0.00027299507  -0.0080746258  3.7291478E-05
  0.00036130329  -0.0080730786  3.5088757E-05
  0.00044979874  -0.0080701637  3.2870586E-05
  0.00053842447  -0.0080658331  3.0639887E-05
  0.00062711432  -0.0080600518  2.8399988E-05
  0.00071579514  -0.0080527956  2.6154729E-05
  0.00080438422  -0.0080440519  2.3908773E-05
  0.00089278503  -0.0080338316  2.1667040E-05
  0.00098091570  -0.0080221892  1.9430520E-05
   0.0010687366  -0.0080091798  1.7197300E-05
